iter	Passed	Remaining
402	10249	116920
403	10275	116892
404	10298	116842
405	10323	116812
406	10347	116773
407	10371	116726
408	10394	116676
409	10418	116636
410	10443	116602
411	10467	116563
412	10489	116503
413	10512	116446
414	10534	116385
415	10558	116351
416	10583	116314
417	10606	116267
418	10631	116232
419	10655	116197
420	10678	116149
421	10702	116109
422	10726	116063
423	10751	116033
424	10774	115987
425	10797	115935
426	10819	115875
427	10844	115843
428	10866	115777
429	10890	115737
430	10913	115694
431	10936	115638
432	10958	115586
433	10981	115535
434	11006	115508
435	11029	115451
436	11052	115405
437	11076	115366
438	11098	115308
439	11121	115259
440	11145	115224
441	11169	115184
442	11196	115176
443	11220	115132
444	11245	115113
445	11269	115068
446	11292	115024
447	11318	115006
448	11342	114969
449	11364	114905
450	11387	114860
451	11412	114831
452	11437	114808
453	11461	114763
454	11483	114712
455	11507	114668
456	11529	114611
457	11552	114569
458	11576	114527
459	11598	114476
460	11622	114432
461	11645	114392
462	11667	114334
463	11690	114289
464	11716	114264
465	11738	114213
466	11762	114172
467	11786	114132
468	11810	114102
469	11834	114063
470	11857	114018
471	11880	113976
472	11903	113926
473	11927	113889
474	11950	113841
475	11973	113803
476	11996	113755
477	12019	113709
478	12044	113676
479	12068	113648
480	12091	113595
481	12117	113582
482	12141	113551
483	12168	113539
484	12192	113500
485	12215	113455
486	12238	113416
487	12262	113381
488	12286	113342
489	12313	113332
490	12336	113294
491	12360	113252
492	12383	113206
493	12406	113167
494	12431	113135
495	12454	113093
496	12475	113036
497	12498	112990
498	12522	112952
499	12545	112908
500	12571	112890
501	12597	112878
502	12621	112837
503	12645	112808
504	12669	112766
505	12696	112760
506	12717	112700
507	12739	112647
508	12761	112598
509	12786	112567
510	12809	112527
511	12833	112495
512	12855	112438
513	12877	112390
514	12900	112350
515	12924	112315
516	12947	112272
517	12972	112243
518	12994	112193
519	13017	112153
520	13042	112128
521	13065	112084
522	13092	112074
523	13115	112031
524	13140	112008
525	13163	111967
526	13186	111922
527	13210	111887
528	13234	111857
529	13258	111825
530	13282	111788
531	13307	111764
532	13331	111728
533	13355	111694
534	13378	111654
535	13401	111609
536	13426	111590
537	13450	111558
538	13474	111524
539	13497	111476
540	13520	111438
541	13544	111402
542	13569	111377
543	13593	111344
544	13616	111307
545	13639	111268
546	13663	111234
547	13688	111206
548	13713	111180
549	13735	111134
550	13760	111110
551	13783	111071
552	13806	111026
553	13831	111000
554	13857	110987
555	13880	110942
556	13904	110912
557	13926	110866
558	13950	110830
559	13973	110786
560	13999	110771
561	14022	110735
562	14048	110712
563	14071	110672
564	14094	110634
565	14118	110604
566	14141	110563
567	14165	110527
568	14187	110483
569	14210	110444
570	14232	110397
571	14257	110369
572	14282	110348
573	14305	110305
574	14329	110278
575	14353	110241
576	14378	110219
577	14400	110172
578	14424	110137
579	14447	110101
580	14473	110079
581	14495	110038
582	14518	109997
583	14541	109959
584	14567	109938
585	14592	109916
586	14616	109883
587	14637	109834
588	14663	109817
589	14719	110024
590	14755	110078
591	14783	110075
592	14809	110057
593	14836	110052
594	14865	110052
595	14892	110042
596	14919	110030
597	14944	110011
598	14969	109983
599	14996	109972
600	15020	109938
601	15044	109907
602	15068	109875
603	15091	109838
604	15117	109822
605	15140	109784
606	15165	109756
607	15191	109735
608	15214	109701
609	15238	109667
610	15265	109654
611	15289	109622
612	15313	109595
613	15337	109558
614	15360	109518
615	15385	109493
616	15408	109457
617	15431	109416
618	15454	109378
619	15478	109351
620	15501	109312
621	15525	109280
622	15549	109249
623	15574	109221
624	15597	109185
625	15620	109144
626	15643	109105
627	15668	109084
628	15693	109055
629	15716	109017
630	15739	108978
631	15764	108952
632	15787	108916
633	15814	108903
634	15837	108866
635	15860	108825
636	15884	108798
637	15908	108764
638	15932	108737
639	15957	108708
640	15980	108674
641	16004	108638
642	16027	108601
643	16050	108567
644	16073	108529
645	16099	108510
646	16124	108483
647	16146	108438
648	16171	108413
649	16194	108378
650	16217	108341
651	16243	108321
652	16267	108295
653	16292	108267
654	16316	108239
655	16340	108203
656	16364	108173
657	16388	108143
658	16412	108110
659	16435	108078
660	16458	108038
661	16484	108018
662	16506	107978
663	16530	107947
664	16553	107910
665	16576	107870
666	16601	107847
667	16624	107808
668	16646	107769
669	16673	107754
670	16696	107715
671	16721	107691
672	16750	107692
673	16771	107643
674	16794	107607
675	16816	107563
676	16838	107523
677	16861	107487
678	16884	107452
679	16907	107409
680	16932	107388
681	16958	107373
682	16986	107363
683	17012	107345
684	17036	107315
685	17061	107291
686	17085	107260
687	17109	107235
688	17132	107193
689	17156	107163
690	17178	107125
691	17204	107102
692	17229	107082
693	17254	107055
694	17276	107015
695	17300	106983
696	17322	106942
697	17347	106915
698	17369	106875
699	17394	106850
700	17416	106808
701	17441	106784
702	17466	106761
703	17489	106726
704	17513	106698
705	17536	106662
706	17568	106676
707	17589	106632
708	17612	106593
709	17636	106565
710	17661	106540
711	17684	106506
712	17709	106479
713	17733	106451
714	17758	106424
715	17782	106399
716	17805	106360
717	17830	106339
718	17855	106314
719	17879	106285
720	17903	106251
721	17926	106216
722	17952	106200
723	17976	106168
724	18001	106144
725	18023	106107
726	18048	106080
727	18079	106094
728	18102	106056
729	18125	106019
730	18146	105975
731	18170	105943
732	18193	105910
733	18219	105890
734	18242	105854
735	18265	105819
736	18288	105784
737	18312	105755
738	18336	105727
739	18362	105708
740	18385	105671
741	18409	105643
742	18433	105611
743	18458	105591
744	18481	105553
745	18504	105521
746	18531	105505
747	18555	105479
748	18578	105446
749	18601	105406
750	18624	105375
751	18647	105339
752	18671	105311
753	18697	105288
754	18719	105248
755	18742	105214
756	18766	105185
757	18790	105155
758	18814	105127
759	18836	105090
760	18860	105057
761	18883	105024
762	18908	105000
763	18931	104967
764	18957	104947
765	18981	104920
766	19003	104879
767	19028	104853
768	19050	104817
769	19076	104794
770	19101	104775
771	19124	104741
772	19148	104708
773	19170	104669
774	19193	104637
775	19219	104615
776	19242	104582
777	19266	104552
778	19289	104522
779	19312	104484
780	19334	104446
781	19359	104422
782	19382	104389
783	19410	104379
784	19435	104356
785	19457	104319
786	19482	104292
787	19506	104267
788	19530	104239
789	19555	104212
790	19579	104184
791	19601	104145
792	19627	104124
793	19651	104099
794	19676	104075
795	19700	104047
796	19724	104019
797	19747	103985
798	19773	103963
799	19799	103946
800	19823	103920
801	19847	103887
802	19873	103872
803	19900	103857
804	19929	103855
805	19954	103834
806	19982	103825
807	20008	103807
808	20034	103786
809	20063	103784
810	20091	103775
811	20115	103747
812	20138	103715
813	20160	103677
814	20185	103652
815	20210	103630
816	20238	103618
817	20260	103583
818	20284	103552
819	20307	103521
820	20335	103508
821	20358	103476
822	20382	103448
823	20405	103414
824	20430	103390
825	20453	103357
826	20476	103324
827	20500	103295
828	20523	103260
829	20547	103230
830	20571	103206
831	20596	103179
832	20618	103143
833	20644	103125
834	20668	103094
835	20690	103058
836	20714	103029
837	20739	103005
838	20767	102994
839	20789	102959
840	20812	102926
841	20836	102896
842	20859	102862
843	20885	102841
844	20909	102813
845	20934	102793
846	20959	102768
847	20982	102737
848	21005	102701
849	21028	102667
850	21050	102632
851	21075	102605
852	21099	102577
853	21123	102548
854	21146	102515
855	21169	102481
856	21192	102449
857	21216	102420
858	21240	102396
859	21264	102365
860	21289	102344
861	21312	102308
862	21337	102285
863	21362	102261
864	21384	102225
865	21409	102202
866	21433	102174
867	21458	102149
868	21481	102117
869	21505	102090
870	21528	102056
871	21552	102029
872	21578	102008
873	21600	101972
874	21624	101943
875	21648	101916
876	21672	101885
877	21696	101861
878	21719	101826
879	21744	101801
880	21768	101777
881	21791	101745
882	21815	101716
883	21840	101690
884	21863	101661
885	21886	101625
886	21910	101597
887	21933	101568
888	21958	101544
889	21984	101522
890	22007	101492
891	22031	101462
892	22056	101438
893	22079	101407
894	22104	101382
895	22129	101361
896	22152	101328
897	22176	101299
898	22200	101273
899	22225	101249
900	22247	101212
901	22271	101185
902	22298	101169
903	22323	101148
904	22348	101122
905	22371	101090
906	22395	101063
907	22420	101040
908	22444	101014
909	22468	100986
910	22493	100959
911	22515	100926
912	22540	100901
913	22566	100882
914	22589	100851
915	22615	100831
916	22638	100797
917	22660	100762
918	22683	100729
919	22706	100697
920	22729	100664
921	22754	100640
922	22778	100616
923	22803	100594
924	22828	100570
925	22853	100546
926	22876	100515
927	22901	100491
928	22924	100459
929	22950	100438
930	22974	100412
931	22997	100378
932	23019	100343
933	23044	100320
934	23067	100288
935	23090	100256
936	23112	100220
937	23134	100182
938	23157	100150
939	23180	100122
940	23204	100092
941	23228	100066
942	23255	100051
943	23279	100021
944	23302	99991
945	23328	99972
946	23350	99935
947	23374	99906
948	23396	99871
949	23420	99844
950	23452	99850
951	23473	99813
952	23495	99774
953	23517	99738
954	23540	99706
955	23563	99676
956	23586	99644
957	23610	99618
958	23634	99592
959	23658	99563
960	23681	99530
961	23704	99500
962	23729	99477
963	23752	99446
964	23777	99423
965	23801	99396
966	23826	99372
967	23852	99350
968	23875	99322
969	23899	99293
970	23924	99268
971	23947	99238
972	23970	99209
973	23994	99179
974	24019	99156
975	24045	99138
976	24068	99105
977	24092	99079
978	24116	99052
979	24139	99020
980	24163	98992
981	24188	98969
982	24211	98937
983	24234	98909
984	24259	98884
985	24283	98858
986	24306	98827
987	24330	98800
988	24354	98772
989	24380	98753
990	24404	98724
991	24428	98700
992	24453	98675
993	24478	98652
994	24501	98623
995	24526	98600
996	24550	98570
997	24572	98538
998	24597	98512
999	24622	98491
1000	24646	98464
1001	24671	98440
1002	24695	98413
1003	24721	98393
1004	24746	98368
1005	24777	98369
1006	24800	98338
1007	24821	98302
1008	24843	98265
1009	24866	98234
1010	24889	98202
1011	24913	98175
1012	24935	98143
1013	24957	98106
1014	24980	98075
1015	25005	98054
1016	25033	98043
1017	25061	98029
1018	25091	98025
1019	25117	98006
1020	25147	98004
1021	25173	97985
1022	25202	97976
1023	25229	97962
1024	25254	97939
1025	25281	97921
1026	25305	97897
1027	25328	97863
1028	25350	97831
1029	25374	97802
1030	25398	97773
1031	25421	97744
1032	25445	97716
1033	25468	97686
1034	25493	97662
1035	25518	97641
1036	25542	97613
1037	25568	97593
1038	25593	97569
1039	25616	97538
1040	25640	97511
1041	25663	97482
1042	25687	97456
1043	25712	97431
1044	25736	97404
1045	25759	97372
1046	25782	97342
1047	25804	97308
1048	25828	97282
1049	25852	97253
1050	25875	97222
1051	25898	97193
1052	25922	97166
1053	25946	97138
1054	25969	97108
1055	25994	97083
1056	26018	97057
1057	26041	97028
1058	26066	97005
1059	26091	96983
1060	26119	96969
1061	26143	96942
1062	26168	96918
1063	26192	96891
1064	26214	96856
1065	26239	96833
1066	26264	96812
1067	26288	96785
1068	26313	96760
1069	26336	96732
1070	26359	96702
1071	26383	96672
1072	26409	96654
1073	26435	96633
1074	26456	96598
1075	26481	96572
1076	26505	96545
1077	26529	96520
1078	26554	96496
1079	26579	96471
1080	26605	96453
1081	26627	96420
1082	26651	96393
1083	26676	96368
1084	26698	96337
1085	26722	96309
1086	26744	96276
1087	26768	96249
1088	26792	96220
1089	26818	96201
1090	26842	96175
1091	26866	96149
1092	26890	96123
1093	26913	96092
1094	26939	96070
1095	26961	96039
1096	26988	96022
1097	27014	96001
1098	27036	95967
1099	27059	95937
1100	27083	95911
1101	27109	95893
1102	27137	95878
1103	27160	95848
1104	27182	95816
1105	27206	95789
1106	27229	95758
1107	27253	95732
1108	27276	95702
1109	27300	95673
1110	27324	95649
1111	27349	95623
1112	27374	95600
1113	27398	95573
1114	27421	95546
1115	27451	95540
1116	27473	95507
1117	27498	95483
1118	27521	95450
1119	27543	95419
1120	27566	95387
1121	27587	95352
1122	27609	95319
1123	27632	95288
1124	27658	95267
1125	27681	95238
1126	27707	95219
1127	27730	95188
1128	27753	95159
1129	27778	95136
1130	27801	95106
1131	27825	95077
1132	27849	95050
1133	27872	95021
1134	27894	94989
1135	27917	94957
1136	27941	94933
1137	27965	94906
1138	27988	94876
1139	28013	94852
1140	28037	94826
1141	28061	94798
1142	28086	94775
1143	28111	94752
1144	28133	94719
1145	28157	94692
1146	28181	94667
1147	28204	94636
1148	28227	94608
1149	28251	94580
1150	28275	94554
1151	28301	94533
1152	28324	94504
1153	28347	94474
1154	28372	94453
1155	28400	94437
1156	28423	94408
1157	28447	94381
1158	28470	94354
1159	28494	94326
1160	28519	94302
1161	28543	94278
1162	28568	94253
1163	28593	94229
1164	28618	94207
1165	28641	94177
1166	28666	94153
1167	28691	94132
1168	28714	94102
1169	28738	94074
1170	28763	94051
1171	28790	94035
1172	28813	94006
1173	28838	93982
1174	28861	93952
1175	28886	93929
1176	28911	93907
1177	28934	93876
1178	28956	93845
1179	28978	93812
1180	29001	93781
1181	29025	93755
1182	29048	93726
1183	29072	93698
1184	29095	93671
1185	29119	93644
1186	29143	93617
1187	29167	93591
1188	29192	93568
1189	29217	93544
1190	29240	93516
1191	29264	93490
1192	29288	93462
1193	29311	93433
1194	29335	93406
1195	29359	93381
1196	29383	93354
1197	29408	93332
1198	29431	93303
1199	29456	93277
1200	29480	93251
1201	29504	93227
1202	29527	93198
1203	29551	93169
1204	29573	93139
1205	29598	93114
1206	29623	93090
1207	29663	93117
1208	29705	93147
1209	29730	93121
1210	29753	93093
1211	29777	93067
1212	29802	93043
1213	29825	93013
1214	29848	92985
1215	29872	92958
1216	29897	92935
1217	29921	92909
1218	29946	92886
1219	29970	92859
1220	29994	92831
1221	30020	92814
1222	30043	92782
1223	30067	92757
1224	30093	92736
1225	30117	92709
1226	30142	92686
1227	30169	92669
1228	30196	92653
1229	30224	92638
1230	30252	92624
1231	30278	92605
1232	30305	92588
1233	30333	92572
1234	30361	92560
1235	30389	92546
1236	30415	92525
1237	30439	92499
1238	30463	92472
1239	30489	92453
1240	30513	92424
1241	30535	92394
1242	30558	92365
1243	30581	92335
1244	30604	92304
1245	30628	92280
1246	30652	92252
1247	30676	92226
1248	30702	92204
1249	30726	92179
1250	30751	92155
1251	30776	92133
1252	30800	92105
1253	30823	92075
1254	30847	92049
1255	30871	92023
1256	30894	91995
1257	30919	91970
1258	30942	91941
1259	30966	91917
1260	30988	91885
1261	31013	91861
1262	31037	91834
1263	31060	91806
1264	31084	91778
1265	31109	91756
1266	31133	91729
1267	31159	91708
1268	31182	91681
1269	31208	91659
1270	31233	91635
1271	31256	91607
1272	31279	91577
1273	31303	91552
1274	31326	91521
1275	31350	91495
1276	31372	91464
1277	31395	91435
1278	31418	91405
1279	31444	91384
1280	31476	91383
1281	31498	91351
1282	31521	91321
1283	31546	91299
1284	31567	91263
1285	31590	91234
1286	31613	91203
1287	31635	91174
1288	31658	91145
1289	31680	91111
1290	31703	91083
1291	31727	91057
1292	31753	91035
1293	31778	91012
1294	31802	90985
1295	31826	90961
1296	31851	90938
1297	31874	90907
1298	31900	90888
1299	31923	90858
1300	31948	90834
1301	31971	90807
1302	31995	90781
1303	32020	90757
1304	32045	90732
1305	32067	90702
1306	32089	90671
1307	32113	90645
1308	32137	90619
1309	32163	90597
1310	32187	90570
1311	32212	90549
1312	32236	90522
1313	32259	90494
1314	32284	90470
1315	32308	90442
1316	32333	90420
1317	32358	90396
1318	32381	90368
1319	32403	90338
1320	32426	90308
1321	32450	90283
1322	32474	90256
1323	32499	90232
1324	32522	90203
1325	32545	90174
1326	32568	90145
1327	32594	90124
1328	32618	90098
1329	32641	90071
1330	32665	90044
1331	32690	90020
1332	32712	89991
1333	32738	89969
1334	32763	89946
1335	32787	89918
1336	32810	89892
1337	32834	89864
1338	32856	89834
1339	32881	89811
1340	32906	89786
1341	32928	89757
1342	32952	89730
1343	32977	89706
1344	33001	89681
1345	33026	89657
1346	33049	89627
1347	33073	89602
1348	33098	89578
1349	33122	89553
1350	33146	89527
1351	33171	89505
1352	33195	89479
1353	33219	89451
1354	33244	89429
1355	33269	89406
1356	33293	89379
1357	33316	89351
1358	33341	89326
1359	33364	89299
1360	33388	89274
1361	33410	89242
1362	33434	89216
1363	33458	89190
1364	33482	89165
1365	33507	89140
1366	33531	89114
1367	33555	89087
1368	33581	89067
1369	33603	89035
1370	33625	89006
1371	33650	88981
1372	33673	88954
1373	33697	88926
1374	33721	88903
1375	33744	88873
1376	33767	88845
1377	33790	88817
1378	33813	88788
1379	33837	88762
1380	33861	88736
1381	33885	88711
1382	33908	88682
1383	33935	88662
1384	33958	88635
1385	33981	88607
1386	34006	88582
1387	34047	88602
1388	34070	88574
1389	34094	88548
1390	34116	88517
1391	34139	88487
1392	34165	88467
1393	34188	88440
1394	34214	88417
1395	34236	88386
1396	34259	88358
1397	34282	88329
1398	34304	88299
1399	34330	88278
1400	34357	88260
1401	34381	88233
1402	34404	88205
1403	34429	88182
1404	34452	88155
1405	34474	88124
1406	34499	88100
1407	34524	88077
1408	34548	88050
1409	34572	88026
1410	34597	88001
1411	34620	87973
1412	34643	87944
1413	34667	87918
1414	34691	87894
1415	34718	87875
1416	34742	87849
1417	34766	87824
1418	34791	87800
1419	34816	87776
1420	34840	87750
1421	34864	87725
1422	34888	87700
1423	34911	87672
1424	34936	87647
1425	34958	87616
1426	34983	87593
1427	35007	87568
1428	35031	87542
1429	35055	87516
1430	35078	87488
1431	35102	87461
1432	35126	87436
1433	35150	87411
1434	35175	87386
1435	35199	87360
1436	35223	87334
1437	35245	87304
1438	35269	87279
1439	35295	87258
1440	35319	87232
1441	35345	87212
1442	35374	87197
1443	35403	87185
1444	35431	87169
1445	35458	87150
1446	35485	87132
1447	35526	87147
1448	35553	87129
1449	35580	87109
1450	35606	87089
1451	35630	87064
1452	35656	87042
1453	35680	87016
1454	35703	86989
1455	35728	86965
1456	35752	86940
1457	35776	86912
1458	35801	86889
1459	35824	86862
1460	35851	86842
1461	35875	86818
1462	35900	86794
1463	35923	86766
1464	35947	86739
1465	35970	86712
1466	35993	86683
1467	36018	86661
1468	36042	86634
1469	36066	86608
1470	36088	86578
1471	36112	86552
1472	36135	86524
1473	36159	86497
1474	36183	86473
1475	36207	86446
1476	36232	86423
1477	36257	86399
1478	36279	86370
1479	36305	86348
1480	36331	86326
1481	36353	86295
1482	36374	86264
1483	36397	86235
1484	36420	86208
1485	36443	86179
1486	36468	86155
1487	36491	86128
1488	36515	86102
1489	36538	86074
1490	36563	86049
1491	36587	86024
1492	36612	86000
1493	36635	85973
1494	36659	85947
1495	36684	85925
1496	36707	85896
1497	36731	85869
1498	36755	85843
1499	36779	85819
1500	36804	85796
1501	36828	85768
1502	36859	85760
1503	36882	85731
1504	36904	85700
1505	36925	85669
1506	36948	85641
1507	36971	85612
1508	36994	85584
1509	37018	85558
1510	37040	85528
1511	37064	85502
1512	37087	85476
1513	37110	85447
1514	37137	85427
1515	37162	85404
1516	37187	85381
1517	37210	85352
1518	37232	85324
1519	37256	85298
1520	37280	85271
1521	37303	85245
1522	37327	85219
1523	37351	85193
1524	37373	85163
1525	37398	85138
1526	37421	85111
1527	37445	85085
1528	37469	85059
1529	37493	85033
1530	37517	85008
1531	37539	84978
1532	37561	84947
1533	37587	84927
1534	37610	84900
1535	37635	84874
1536	37659	84850
1537	37682	84822
1538	37706	84795
1539	37730	84770
1540	37752	84741
1541	37777	84718
1542	37800	84690
1543	37823	84661
1544	37846	84634
1545	37871	84609
1546	37896	84586
1547	37920	84562
1548	37944	84536
1549	37968	84510
1550	37992	84485
1551	38016	84460
1552	38039	84431
1553	38064	84408
1554	38086	84378
1555	38109	84350
1556	38133	84323
1557	38158	84301
1558	38196	84306
1559	38217	84275
1560	38240	84246
1561	38261	84214
1562	38283	84185
1563	38306	84157
1564	38329	84130
1565	38352	84101
1566	38376	84075
1567	38397	84044
1568	38419	84013
1569	38440	83982
1570	38463	83954
1571	38485	83924
1572	38508	83896
1573	38530	83865
1574	38553	83838
1575	38578	83815
1576	38602	83788
1577	38625	83762
1578	38651	83740
1579	38675	83715
1580	38698	83687
1581	38722	83662
1582	38747	83637
1583	38772	83614
1584	38796	83589
1585	38819	83562
1586	38843	83536
1587	38867	83511
1588	38891	83485
1589	38915	83460
1590	38938	83433
1591	38961	83405
1592	38988	83385
1593	39011	83358
1594	39036	83334
1595	39058	83306
1596	39081	83277
1597	39105	83252
1598	39128	83225
1599	39153	83200
1600	39176	83173
1601	39200	83148
1602	39225	83124
1603	39248	83097
1604	39274	83075
1605	39297	83047
1606	39321	83022
1607	39345	82998
1608	39368	82970
1609	39394	82948
1610	39419	82925
1611	39442	82897
1612	39465	82870
1613	39489	82844
1614	39515	82822
1615	39538	82795
1616	39561	82767
1617	39584	82741
1618	39605	82709
1619	39627	82679
1620	39649	82649
1621	39673	82624
1622	39697	82598
1623	39722	82574
1624	39745	82548
1625	39769	82522
1626	39792	82496
1627	39818	82474
1628	39849	82462
1629	39874	82439
1630	39900	82418
1631	39924	82393
1632	39948	82367
1633	39976	82350
1634	40002	82328
1635	40025	82302
1636	40053	82284
1637	40078	82260
1638	40103	82237
1639	40126	82209
1640	40150	82184
1641	40174	82159
1642	40197	82132
1643	40222	82109
1644	40248	82087
1645	40270	82058
1646	40295	82033
1647	40319	82008
1648	40343	81983
1649	40367	81958
1650	40394	81939
1651	40418	81914
1652	40442	81888
1653	40465	81861
1654	40493	81844
1655	40524	81832
1656	40553	81816
1657	40579	81796
1658	40606	81775
1659	40633	81757
1660	40661	81738
1661	40689	81721
1662	40714	81698
1663	40738	81673
1664	40764	81651
1665	40788	81626
